hromada_code,hromada_name,raion_code,raion_name,oblast_code,oblast_name,type,hromada_full_name,hromada_center_code,hromada_center,lat_center,lon_center,travel_time,oblast_center
UA63080010000040281,Великобурлуцька,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,селищна,Великобурлуцька селищна громада,UA63080010010090750,Великий Бурлук,50.05422,37.38939,136.0,0
UA63080030000019649,Вільхуватська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,сільська,Вільхуватська сільська громада,UA63080030010070693,Вільхуватка,50.185158,37.5181193,163.3,0
UA63080050000048455,Дворічанська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,селищна,Дворічанська селищна громада,UA63080050010081319,Дворічна,49.8509377,37.682613,140.7,0
UA63080070000080622,Кіндрашівська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,сільська,Кіндрашівська сільська громада,UA63080070010082928,Кіндрашівка,49.769779,37.586632,130.8,0
UA63080090000067457,Куп’янська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,міська,Куп’янська міська громада,UA63080090010026457,Куп’янськ,49.7132963,37.6141992,118.8,0
UA63080110000021737,Курилівська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,сільська,Курилівська сільська громада,UA63080110010029117,Курилівка,49.6604248,37.6984775,130.2,0
UA63080130000077600,Петропавлівська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,сільська,Петропавлівська сільська громада,UA63080130010073205,Петропавлівка,49.7165773,37.7192491,126.4,0
UA63080150000094794,Шевченківська,UA63080000000032022,Куп’янський,UA63000000000041885,Харківська,селищна,Шевченківська селищна громада,UA63080150010082504,Шевченкове,49.6949729,37.1753112,84.1,0
UA63100010000016136,Біляївська,UA63100000000059237,Лозівський,UA63000000000041885,Харківська,сільська,Біляївська сільська громада,UA63100010010069243,Біляївка,49.26566055,36.3094626143977,103.2,0
UA63100030000050119,Близнюківська,UA63100000000059237,Лозівський,UA63000000000041885,Харківська,селищна,Близнюківська селищна громада,UA63100030010050961,Близнюки,48.85311,36.55186,165.3,0
UA63100050000079487,Лозівська,UA63100000000059237,Лозівський,UA63000000000041885,Харківська,міська,Лозівська міська громада,UA63100050010081626,Лозова,48.8842428,36.3160254,146.4,0
UA63100070000048302,Олексіївська,UA63100000000059237,Лозівський,UA63000000000041885,Харківська,сільська,Олексіївська сільська громада,UA63100070010078558,Олексіївка,49.394455,36.284039,95.0,0
UA63100090000052019,Первомайська,UA63100000000059237,Лозівський,UA63000000000041885,Харківська,міська,Первомайська міська громада,UA63100090010068250,Первомайський,49.37393,36.22089,89.5,0
UA63120010000021682,Безлюдівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Безлюдівська селищна громада,UA63120010010021177,Безлюдівка,49.87072,36.29848,23.7,0
UA63120030000035245,Височанська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Височанська селищна громада,UA63120030010022850,Високий,49.8911681,36.1286649,24.6,0
UA63120050000019867,Вільхівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,сільська,Вільхівська сільська громада,UA63120050010080795,Вільхівка,49.98745,36.513748,35.7,0
UA63120070000018741,Дергачівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,міська,Дергачівська міська громада,UA63120070010085847,Дергачі,50.107307,36.1205965,24.6,0
UA63120090000046130,Липецька,UA63120000000091135,Харківський,UA63000000000041885,Харківська,сільська,Липецька сільська громада,UA63120090010039403,Липці,50.203121,36.422314,56.0,0
UA63120110000043456,Люботинська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,міська,Люботинська міська громада,UA63120110010087291,Люботин,49.9435604,35.9185185,33.6,0
UA63120130000010762,Малоданилівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Малоданилівська селищна громада,UA63120130010037422,Мала Данилівка,50.0561227,36.1706244,14.9,0
UA63120150000086206,Мереф’янська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,міська,Мереф’янська міська громада,UA63120150010020962,Мерефа,49.8183386,36.0628675,32.3,0
UA63120170000093573,Нововодолазька,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Нововодолазька селищна громада,UA63120170010054489,Нова Водолага,49.7181212,35.8601594,48.4,0
UA63120190000093717,Південноміська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,міська,Південноміська міська громада,UA63120190010022795,Південне,49.8847449,36.0666511,31.1,0
UA63120210000075842,Пісочинська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Пісочинська селищна громада,UA63120210010032897,Пісочин,49.9622881,36.1239316,12.7,0
UA63120230000080742,Роганська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Роганська селищна громада,UA63120230010032001,Рогань,49.9035,36.479103,30.5,0
UA63120250000081463,Солоницівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,селищна,Солоницівська селищна громада,UA63120250010071938,Солоницівка,49.984881,36.0681717,18.1,0
UA63120270000028556,Харківська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,міська,Харківська міська громада,UA63120270010096107,Харків,49.9923181,36.2310146,0.0,1
UA63120290000021734,Циркунівська,UA63120000000091135,Харківський,UA63000000000041885,Харківська,сільська,Циркунівська сільська громада,UA63120290010028715,Циркуни,50.08289,36.385342,25.3,0
UA63140010000049419,Вовчанська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,міська,Вовчанська міська громада,UA63140010010035757,Вовчанськ,50.2928843,36.9370028,135.9,0
UA63140030000091352,Зміївська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,міська,Зміївська міська громада,UA63140030010017037,Зміїв,49.6815177,36.354776,47.8,0
UA63140050000096783,Малинівська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Малинівська селищна громада,UA63140050010015082,Малинівка,49.8006602,36.7180703,55.6,0
UA63140070000015310,Новопокровська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Новопокровська селищна громада,UA63140070010074147,Новопокровка,49.8377053,36.5549759,43.7,0
UA63140090000052369,Печенізька,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Печенізька селищна громада,UA63140090010022976,Печеніги,49.865444,36.9391629,72.3,0
UA63140110000087562,Слобожанська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Слобожанська селищна громада,UA63140110010076882,Слобожанське,49.5989864,36.5242153,69.2,0
UA63140130000029212,Старосалтівська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Старосалтівська селищна громада,UA63140130010025719,Старий Салтів,50.0760423,36.7936724,53.5,0
UA63140150000093944,Чкаловська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,селищна,Чкаловська селищна громада,UA63140150010051841,Чкаловське,49.7154088,36.9345851,70.0,0
UA63140170000087785,Чугуївська,UA63140000000096278,Чугуївський,UA63000000000041885,Харківська,міська,Чугуївська міська громада,UA63140170010036104,Чугуїв,49.8363648,36.6898157,44.8,0
UA65020010000060480,Бериславська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,міська,Бериславська міська громада,UA65020010010095508,Берислав,46.8357749,33.416743,127.6,0
UA65020030000094118,Борозенська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Борозенська сільська громада,UA65020030010077740,Борозенське,47.17358,33.42384,166.6,0
UA65020050000086746,Великоолександрівська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,селищна,Великоолександрівська селищна громада,UA65020050010075556,Велика Олександрівка,47.3159392,33.2997671,159.0,0
UA65020070000029027,Високопільська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,селищна,Високопільська селищна громада,UA65020070010049455,Високопілля,47.4933112,33.528245,198.7,0
UA65020090000016354,Калинівська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,селищна,Калинівська селищна громада,UA65020090010062154,Калинівське,47.114868,32.974091,131.7,0
UA65020110000081240,Кочубеївська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Кочубеївська сільська громада,UA65020110010074725,Кочубеївка,47.496677,33.212185,215.6,0
UA65020130000012731,Милівська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Милівська сільська громада,UA65020130010057969,Милове,47.0680292,33.6281919,166.0,0
UA65020150000047137,Нововоронцовська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,селищна,Нововоронцовська селищна громада,UA65020150010061497,Нововоронцовка,47.4957983,33.9198174,252.3,0
UA65020170000056973,Новоолександрівська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Новоолександрівська сільська громада,UA65020170010016754,Новоолександрівка,47.267643,33.874374,245.0,0
UA65020190000013272,Новорайська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Новорайська сільська громада,UA65020190010048952,Новорайськ,47.01033,33.48671,161.2,0
UA65020210000085773,Тягинська,UA65020000000032929,Бериславський,UA65000000000030969,Херсонська,сільська,Тягинська сільська громада,UA65020210010059236,Тягинка,46.776348,33.059231,108.6,0
UA65040010000061104,Генічеська,UA65040000000088940,Генічеський,UA65000000000030969,Херсонська,міська,Генічеська міська громада,UA65040010010040633,Генічеськ,46.1661695,34.8088828,235.8,0
UA65040030000056170,Іванівська,UA65040000000088940,Генічеський,UA65000000000030969,Херсонська,селищна,Іванівська селищна громада,UA65040030010022975,Іванівка,46.70837,34.54479,168.6,0
UA65040050000029613,Нижньосірогозька,UA65040000000088940,Генічеський,UA65000000000030969,Херсонська,селищна,Нижньосірогозька селищна громада,UA65040050010011350,Нижні Сірогози,46.8457,34.37725,153.7,0
UA65040070000086673,Новотроїцька,UA65040000000088940,Генічеський,UA65000000000030969,Херсонська,селищна,Новотроїцька селищна громада,UA65040070010074923,Новотроїцьке,46.3558121,34.3363579,193.1,0
UA65060010000033335,Асканія-Нова,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Асканія-Нова селищна громада,UA65060010010039556,Асканія-Нова,46.4511096,33.8685565,165.3,0
UA65060030000075716,Великолепетиська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Великолепетиська селищна громада,UA65060030010012132,Велика Лепетиха,47.178599,33.9428266,190.2,0
UA65060050000022914,Верхньорогачицька,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Верхньорогачицька селищна громада,UA65060050010099394,Верхній Рогачик,47.2569402,34.3339303,207.4,0
UA65060070000037346,Горностаївська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Горностаївська селищна громада,UA65060070010078402,Горностаївка,47.00706,33.7317445,155.0,0
UA65060090000037720,Зеленопідська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Зеленопідська сільська громада,UA65060090010025674,Зелений Під,46.6776024,33.7825062,113.4,0
UA65060110000017055,Каховська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,міська,Каховська міська громада,UA65060110010021041,Каховка,46.8054626,33.4817825,102.5,0
UA65060130000026961,Костянтинівська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Костянтинівська сільська громада,UA65060130010060241,Костянтинівка,46.83025,33.86639,143.0,0
UA65060150000054200,Любимівська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Любимівська селищна громада,UA65060150010078664,Любимівка,46.8115514,33.5646046,112.0,0
UA65060170000032937,Новокаховська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,міська,Новокаховська міська громада,UA65060170010075325,Нова Каховка,46.7583404,33.3566678,96.5,0
UA65060190000091058,Присиваська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Присиваська сільська громада,UA65060190010016416,Григорівка,46.28986,33.73524,166.3,0
UA65060210000049771,Рубанівська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Рубанівська сільська громада,UA65060210010083832,Рубанівка,47.002258,34.15546,178.7,0
UA65060230000076026,Тавричанська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Тавричанська сільська громада,UA65060230010081833,Тавричанка,46.5515874,33.8199563,143.1,0
UA65060250000073379,Таврійська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,міська,Таврійська міська громада,UA65060250010044738,Таврійськ,46.7550442,33.4248309,93.8,0
UA65060270000020124,Хрестівська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,сільська,Хрестівська сільська громада,UA65060270010031477,Хрестівка,46.402821,33.717041,152.2,0
UA65060290000041992,Чаплинська,UA65060000000061947,Каховський,UA65000000000030969,Херсонська,селищна,Чаплинська селищна громада,UA65060290010083205,Чаплинка,46.3617756,33.5380219,142.4,0
UA65080010000062554,Бехтерська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,сільська,Бехтерська сільська громада,UA65080010010013977,Бехтери,46.2458348,32.2929002,94.4,0
UA65080030000058401,Голопристанська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,міська,Голопристанська міська громада,UA65080030010035864,Гола Пристань,46.5320381,32.5345028,55.8,0
UA65080050000077041,Долматівська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,сільська,Долматівська сільська громада,UA65080050010021854,Долматівка,46.215474,32.4573135,101.4,0
UA65080070000011930,Каланчацька,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,селищна,Каланчацька селищна громада,UA65080070010032201,Каланчак,46.257184,33.2843632,100.8,0
UA65080090000034188,Лазурненська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,селищна,Лазурненська селищна громада,UA65080090010077121,Лазурне,46.0861011,32.5275975,135.1,0
UA65080110000032706,Мирненська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,селищна,Мирненська селищна громада,UA65080110010067645,Мирне,46.246253,33.4684744,135.2,0
UA65080130000090391,Новомиколаївська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,сільська,Новомиколаївська сільська громада,UA65080130010011997,Новомиколаївка,46.22635,32.73582,90.8,0
UA65080150000042499,Скадовська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,міська,Скадовська міська громада,UA65080150010023642,Скадовськ,46.1203932,32.910339,108.1,0
UA65080170000067222,Чулаківська,UA65080000000090947,Скадовський,UA65000000000030969,Херсонська,сільська,Чулаківська сільська громада,UA65080170010099065,Чулаківка,46.361961,32.358509,84.7,0
UA65100010000048953,Білозерська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,селищна,Білозерська селищна громада,UA65100010010090594,Білозерка,46.63078,32.44537,24.9,0
UA65100030000028786,Великокопанівська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Великокопанівська сільська громада,UA65100030010071729,Великі Копані,46.488186,32.978374,59.1,0
UA65100050000017921,Виноградівська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Виноградівська сільська громада,UA65100050010037227,Виноградове,46.371922,32.939411,84.7,0
UA65100070000064512,Дар’ївська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Дар’ївська сільська громада,UA65100070010084602,Дар’ївка,46.7482855,32.7930469,32.2,0
UA65100090000097337,Музиківська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Музиківська сільська громада,UA65100090010083425,Музиківка,46.752075,32.556637,26.2,0
UA65100110000015344,Олешківська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,міська,Олешківська міська громада,UA65100110010019482,Олешки,46.6260908,32.7220187,35.2,0
UA65100130000084882,Станіславська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Станіславська сільська громада,UA65100130010098730,Станіслав,46.5798817,32.1491826,60.4,0
UA65100150000057191,Херсонська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,міська,Херсонська міська громада,UA65100150010064384,Херсон,46.6412644,32.625794,0.0,1
UA65100170000014054,Чорнобаївська,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Чорнобаївська сільська громада,UA65100170010020440,Чорнобаївка,46.6926512,32.5455178,18.7,0
UA65100190000073217,Ювілейна,UA65100000000029736,Херсонський,UA65000000000030969,Херсонська,сільська,Ювілейна сільська громада,UA65100190010037933,Ювілейне,46.48584,33.212002,92.0,0
UA68020010000017180,Гуківська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Гуківська сільська громада,UA68020010010091918,Гуків,48.847858,26.238096,129.6,0
UA68020030000032574,Гуменецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Гуменецька сільська громада,UA68020030010035532,Гуменці,48.75877595,26.6191037579288,97.7,0
UA68020050000040518,Дунаєвецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,міська,Дунаєвецька міська громада,UA68020050010075833,Дунаївці,48.886649,26.8476798,70.3,0
UA68020070000084437,Жванецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Жванецька сільська громада,UA68020070010046973,Жванець,48.550991,26.488041,131.8,0
UA68020090000037732,Закупненська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Закупненська селищна громада,UA68020090010060988,Закупне,49.1205929,26.3381922,83.5,0
UA68020110000071202,Кам’янець-Подільська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,міська,Кам’янець-Подільська міська громада,UA68020110010097898,Кам’янець-Подільський,48.6879663,26.6019747,108.9,0
UA68020130000052994,Китайгородська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Китайгородська сільська громада,UA68020130010057096,Китайгород,48.646431,26.797029,133.3,0
UA68020150000089666,Маківська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Маківська сільська громада,UA68020150010069683,Маків,48.795036,26.691282,90.3,0
UA68020170000033495,Новодунаєвецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Новодунаєвецька селищна громада,UA68020170010098306,Дунаївці,49.02305,26.84338,59.3,0
UA68020190000052031,Новоушицька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Новоушицька селищна громада,UA68020190010042454,Нова Ушиця,48.83062,27.26678,103.2,0
UA68020210000024765,Орининська,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Орининська сільська громада,UA68020210010022399,Оринин,48.7600952,26.3885598,126.7,0
UA68020230000069135,Слобідсько-Кульчієвецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,сільська,Слобідсько-Кульчієвецька сільська громада,UA68020230010034744,Слобідка-Кульчієвецька,48.66222,26.645969,115.6,0
UA68020250000080044,Смотрицька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Смотрицька селищна громада,UA68020250010018971,Смотрич,48.94993,26.55808,93.3,0
UA68020270000040572,Староушицька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Староушицька селищна громада,UA68020270010013920,Стара Ушиця,48.5970533,27.0742366,141.3,0
UA68020290000026103,Чемеровецька,UA68020000000016021,Кам’янець-Подільський,UA68000000000099709,Хмельницька,селищна,Чемеровецька селищна громада,UA68020290010030473,Чемерівці,49.0087176,26.3405624,96.8,0
UA68040010000025276,Антонінська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Антонінська селищна громада,UA68040010010057514,Антоніни,49.81029,26.86466,76.5,0
UA68040030000027335,Вiйтовецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Вiйтовецька селищна громада,UA68040030010028083,Війтівці,49.4932735,26.4448161,38.1,0
UA68040050000052367,Віньковецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Віньковецька селищна громада,UA68040050010054032,Віньківці,49.0347398,27.2320952,78.3,0
UA68040070000035730,Вовковинецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Вовковинецька селищна громада,UA68040070010049786,Вовковинці,49.2073568,27.6559732,77.0,0
UA68040090000087566,Волочиська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Волочиська міська громада,UA68040090010095929,Волочиськ,49.5358446,26.2126215,54.1,0
UA68040110000011931,Гвардійська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Гвардійська сільська громада,UA68040110010090588,Гвардійське,49.33617,26.70948,27.7,0
UA68040130000024471,Городоцька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Городоцька міська громада,UA68040130010039416,Городок,49.1652124,26.5865127,59.2,0
UA68040150000077185,Деражнянська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Деражнянська міська громада,UA68040150010024820,Деражня,49.2688322,27.4327085,51.2,0
UA68040170000061140,Заслучненська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Заслучненська сільська громада,UA68040170010094308,Заслучне,49.6637,26.77162,60.0,0
UA68040190000021840,Зіньківська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Зіньківська сільська громада,UA68040190010072586,Зіньків,49.0925182,27.0734795,60.5,0
UA68040210000089917,Красилівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Красилівська міська громада,UA68040210010032567,Красилів,49.6544431,26.9709084,40.5,0
UA68040230000081901,Летичівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Летичівська селищна громада,UA68040230010042708,Летичів,49.38286,27.62306,52.9,0
UA68040250000053378,Лісовогринівецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Лісовогринівецька сільська громада,UA68040250010044651,Лісові Гринівці,49.48061,27.021765,13.3,0
UA68040270000072985,Меджибізька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Меджибізька селищна громада,UA68040270010024069,Меджибіж,49.4367227,27.404104,41.3,0
UA68040290000010822,Миролюбненська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Миролюбненська сільська громада,UA68040290010094924,Миролюбне,49.65752,27.198721,43.4,0
UA68040310000052042,Наркевицька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Наркевицька селищна громада,UA68040310010048596,Наркевичі,49.5180971,26.6367935,38.7,0
UA68040330000086970,Розсошанська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Розсошанська сільська громада,UA68040330010062625,Розсоша,49.339939,26.88698,21.2,0
UA68040350000083350,Сатанівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Сатанівська селищна громада,UA68040350010034020,Сатанів,49.2485345,26.2484407,69.3,0
UA68040370000082743,Солобковецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Солобковецька сільська громада,UA68040370010023741,Солобківці,49.082451,26.907921,46.0,0
UA68040390000011141,Старокостянтинівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Старокостянтинівська міська громада,UA68040390010084208,Старокостянтинів,49.756163,27.2087889,45.4,0
UA68040410000062890,Староостропільська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Староостропільська сільська громада,UA68040410010054966,Старий Остропіль,49.807892,27.559225,76.5,0
UA68040430000052699,Старосинявська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Старосинявська селищна громада,UA68040430010074138,Стара Синява,49.5971513,27.615815,81.5,0
UA68040450000097735,Теофіпольська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Теофіпольська селищна громада,UA68040450010085283,Теофіполь,49.84463,26.41525,90.4,0
UA68040470000053519,Хмельницька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,міська,Хмельницька міська громада,UA68040470010096613,Хмельницький,49.4196404,26.9793793,0.0,1
UA68040490000093353,Чорноострівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Чорноострівська селищна громада,UA68040490010048380,Чорний Острів,49.5050201,26.756082,25.8,0
UA68040510000019366,Щиборівська,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,сільська,Щиборівська сільська громада,UA68040510010099288,Щиборівка,49.671249,27.026369,42.1,0
UA68040530000044109,Ярмолинецька,UA68040000000086061,Хмельницький,UA68000000000099709,Хмельницька,селищна,Ярмолинецька селищна громада,UA68040530010073509,Ярмолинці,49.19266,26.8372,32.4,0
UA68060010000056690,Берездівська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Берездівська сільська громада,UA68060010010034051,Берездів,50.460449,27.116673,155.6,0
UA68060030000077318,Білогірська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,селищна,Білогірська селищна громада,UA68060030010060271,Білогір’я,50.0019489,26.4166916,111.4,0
UA68060050000037587,Ганнопільська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Ганнопільська сільська громада,UA68060050010068696,Ганнопіль,50.4526337,26.8975265,132.5,0
UA68060070000048275,Грицівська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,селищна,Грицівська селищна громада,UA68060070010054538,Гриців,49.9719121,27.2168089,69.4,0
UA68060090000093924,Ізяславська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,міська,Ізяславська міська громада,UA68060090010061527,Ізяслав,50.1194691,26.8207625,99.9,0
UA68060110000046608,Крупецька,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Крупецька сільська громада,UA68060110010014383,Крупець,50.33339,26.8057477,120.4,0
UA68060130000034298,Ленковецька,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Ленковецька сільська громада,UA68060130010079473,Ленківці,50.013626,27.07008,75.6,0
UA68060150000029549,Михайлюцька,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Михайлюцька сільська громада,UA68060150010054551,Михайлючка,50.288891,27.31098,135.8,0
UA68060170000075276,Нетішинська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,міська,Нетішинська міська громада,UA68060170010043609,Нетішин,50.3338348,26.6496599,137.6,0
UA68060190000075749,Плужненська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Плужненська сільська громада,UA68060190010049660,Плужне,50.1804274,26.5625722,130.2,0
UA68060210000095851,Полонська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,міська,Полонська міська громада,UA68060210010068447,Полонне,50.1194505,27.5085733,106.5,0
UA68060230000028195,Понінківська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,селищна,Понінківська селищна громада,UA68060230010098831,Понінка,50.19138,27.56126,121.1,0
UA68060250000078635,Сахновецька,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Сахновецька сільська громада,UA68060250010058571,Сахнівці,49.97406,26.851959,92.6,0
UA68060270000042174,Славутська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,міська,Славутська міська громада,UA68060270010040268,Славута,50.2962398,26.8658254,114.1,0
UA68060290000039941,Судилківська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Судилківська сільська громада,UA68060290010082864,Судилків,50.16930785,27.1400834691813,103.7,0
UA68060310000022172,Улашанівська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,сільська,Улашанівська сільська громада,UA68060310010064784,Улашанівка,50.3421995,26.8585526,119.3,0
UA68060330000029010,Шепетівська,UA68060000000040570,Шепетівський,UA68000000000099709,Хмельницька,міська,Шепетівська міська громада,UA68060330010023704,Шепетівка,50.1809437,27.0651783,95.9,0
